4
284, 236, 0.041666666666666664
284, 235, 0.041666666666666664
284, 236, 0.041666666666666664
284, 235, 0.041666666666666664
284, 236, 0.041666666666666664
284, 236, 0.0
283, 236, 0.041666666666666664
283, 236, 0.0
283, 237, 0.041666666666666664
282, 238, 0.08333333333333333
282, 238, 0.0
282, 239, 0.041666666666666664
281, 241, 0.20833333333333334
282, 240, 0.08333333333333333
281, 242, 0.20833333333333334
281, 242, 0.0
281, 242, 0.0
281, 242, 0.0
280, 244, 0.20833333333333334
280, 244, 0.0
280, 244, 0.0
280, 244, 0.0
280, 244, 0.0
280, 245, 0.041666666666666664
280, 246, 0.041666666666666664
280, 246, 0.0
280, 247, 0.041666666666666664
279, 248, 0.08333333333333333
279, 249, 0.041666666666666664
280, 250, 0.08333333333333333
280, 250, 0.0
279, 250, 0.041666666666666664
280, 250, 0.041666666666666664
280, 250, 0.0
280, 252, 0.16666666666666666
280, 250, 0.16666666666666666
280, 251, 0.041666666666666664
280, 252, 0.041666666666666664
280, 252, 0.0
281, 253, 0.08333333333333333
280, 253, 0.041666666666666664
280, 254, 0.041666666666666664
282, 256, 0.3333333333333333
282, 256, 0.0
282, 256, 0.0
280, 258, 0.3333333333333333
281, 259, 0.08333333333333333
282, 259, 0.041666666666666664
282, 260, 0.041666666666666664
282, 259, 0.041666666666666664
282, 260, 0.041666666666666664
282, 262, 0.16666666666666666
282, 262, 0.0
282, 262, 0.0
282, 262, 0.0
282, 264, 0.16666666666666666
282, 264, 0.0
282, 264, 0.0
283, 264, 0.041666666666666664
284, 266, 0.20833333333333334
284, 266, 0.0
284, 266, 0.0
284, 266, 0.0
284, 267, 0.041666666666666664
285, 266, 0.08333333333333333
286, 267, 0.08333333333333333
285, 267, 0.041666666666666664
286, 268, 0.08333333333333333
286, 268, 0.0
286, 268, 0.0
286, 269, 0.041666666666666664
286, 270, 0.041666666666666664
288, 272, 0.3333333333333333
288, 270, 0.16666666666666666
289, 273, 0.4166666666666667
288, 274, 0.08333333333333333
290, 274, 0.16666666666666666
290, 274, 0.0
291, 274, 0.041666666666666664
290, 273, 0.08333333333333333
292, 276, 0.5416666666666666
292, 277, 0.041666666666666664
294, 278, 0.20833333333333334
294, 278, 0.0
294, 279, 0.041666666666666664
294, 280, 0.041666666666666664
296, 280, 0.16666666666666666
296, 281, 0.041666666666666664
296, 282, 0.041666666666666664
298, 282, 0.16666666666666666
298, 283, 0.041666666666666664
298, 282, 0.041666666666666664
300, 284, 0.3333333333333333
300, 284, 0.0
300, 284, 0.0
300, 286, 0.16666666666666666
302, 287, 0.20833333333333334
302, 287, 0.0
304, 290, 0.5416666666666666
304, 290, 0.0
305, 291, 0.08333333333333333
306, 291, 0.041666666666666664
306, 291, 0.0
308, 293, 0.3333333333333333
308, 292, 0.041666666666666664
308, 294, 0.16666666666666666
310, 295, 0.20833333333333334
310, 296, 0.041666666666666664
311, 296, 0.041666666666666664
